N_e,N_b,M_e,M_b,K,p,c,t,rf,theta_e,theta_b,precision_e,precision_b,CF_BL,BL
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.2,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.49999999999999994,10,100,216.60199017703255,219.27517557103863
1000,1000,100,100,600,1,0.6,0.08,0.05,0.75,0.95,100,10,219.4497109454551,221.99938178343183
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.2,10,10,216.47610300591722,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.15,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,100,1000,218.97794686988433,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.15,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.2,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.49999999999999994,1000,100,219.28000000046976,221.98348087051386
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.05,1000,10,219.27999999954883,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.05,10,10,216.41765955649893,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.15,1000,10,219.28000000004573,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,100,100,219.27999864528124,221.99999560047468
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.44999999999999996,100,100,219.2799986336044,221.63806010733924
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,100,100,219.2799986452497,221.99965560302593
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.05,100,10,219.27999737986687,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.1,10,10,216.43914357932013,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.2,100,10,219.27999812676862,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,100,10,219.27999825922655,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,100,100,219.27999864527462,221.99999863361722
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.39999999999999997,10,10,216.5334303963731,147.71579149893972
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.05,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,1000,1000,95.49462572168373,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,10,100,216.602841380928,219.2916946892983
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.35,10,10,216.52131721571965,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.35,100,10,219.27999843439352,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,10,10,216.50912233735332,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.2,10,100,214.75661841155357,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.44999999999999996,10,10,216.5427362531913,186.65861975667036
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.39999999999999997,1000,10,219.28000000036494,150.42409679841495
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,1000,1000,219.2800000003373,221.99999999929474
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,10,1000,216.60284246004528,219.29169469981952
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.44999999999999996,100,10,219.27999853098606,189.36692370098928
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,100,100,219.27984650216675,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.39999999999999997,100,10,219.27999848995793,150.42409544325864
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.44999999999999996,10,100,216.59798849833527,218.92975616302033
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.44999999999999996,1000,1000,219.28000000013736,221.99999864120895
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.39999999999999997,100,1000,219.2799986028205,221.97292563290637
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.1,1000,10,219.27999999984516,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.35,10,100,216.523969333162,169.47754222087303
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.35,1000,100,219.27999998855876,172.18584752034826
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.1,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,10,100,216.33678044885184,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,100,1000,219.2799986450247,221.999998644186
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.49999999999999994,100,100,219.27999864456046,221.98347951535754
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,100,1000,219.27999864517008,221.99999864413843
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,1000,1000,219.2800000001637,221.99999999946039
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,1000,100,219.2799954667273,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,10,10,216.56573133241548,215.94777469034074
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,100,100,219.27999864526956,221.99999864449478
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,10,1000,216.60284245982734,219.29169469980224
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,10,100,216.6027258210108,219.29135165870701
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,10,1000,117.17814705836486,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,10,100,216.6028423938639,219.2916947001662
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,1000,10,219.28000000039455,214.60201948654526
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,1000,1000,219.1023071074953,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,10,10,216.49624691855456,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.35,100,1000,219.2795890915694,210.3050525186327
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,1000,1000,219.28000000011184,221.99999999910608
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,10,1000,206.56084071687638,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,100,1000,101.08515607265223,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,1000,100,219.27999973920166,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,100,10,219.27999860027825,218.65607863465965
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,10,1000,216.602842459751,219.2916946996507
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,1000,10,219.28000000039427,218.65607998981596
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.2,1000,10,219.280000000171,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,1000,100,219.2800000004361,221.99999999964143
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,100,1000,219.2799986448514,221.9999986439696
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,10,1000,216.60284245987046,219.29169469975034
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,1000,1000,219.28000000011463,221.99999999922557
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,1000,100,219.28000000046066,221.99965695818224
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,10,100,216.60283073513673,219.29169165615576
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,1000,10,219.2800000003085,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,100,100,219.27999864527615,221.99999864452587
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,10,1000,216.60284245989615,219.2916946998671
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,100,100,219.27999864526984,221.99999864453395
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.3,100,10,219.27999836041062,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,1000,1000,219.28000000020734,221.99999999934232
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,100,1000,219.2799986449913,221.99999864412115
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,10,1000,216.60284245988328,219.29169469998516
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,1000,1000,219.28000000014083,221.99999999895095
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,100,1000,219.2799986449312,221.99999864394977
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,10,100,216.60284246015584,219.29169470021503
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,10,1000,216.60284245978593,219.29169469963085
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,10,100,216.6028424601648,219.29169470013795
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.25,1000,10,219.2800000002574,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,10,100,216.60284246007885,219.29169470017587
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,100,1000,219.27999864496746,221.99999864379464
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,100,1000,219.27999864499154,221.99999864430407
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,10,1000,216.60284245983857,219.29169469947573
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,100,100,219.27999864526555,221.99999864448512
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.6,1000,100,219.28000000045634,221.999996955631
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,100,100,219.27999864526544,221.9999986444804
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,1000,100,219.28000000044966,221.99999998877354
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.44999999999999996,1000,10,219.28000000038114,189.3669250561456
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,10,1000,216.6028424601091,219.2916947001071
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,100,1000,219.27999864521306,221.999998644426
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.35,1000,10,219.28000000034555,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,10,100,216.60284245743253,219.2916947001615
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.49999999999999994,10,10,216.55163871994284,203.64957626258882
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.49999999999999994,100,10,219.27999856112802,206.35788020690774
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,1000,100,219.28000000043474,221.9999999996367
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,1000,1000,219.28000000002274,221.99999999912592
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.49999999999999994,1000,10,219.28000000038685,206.35788156206405
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,1000,100,219.28000000044554,221.9999999996511
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,1000,1000,219.28000000038648,221.99999999958231
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,100,10,219.2799985838398,214.60201813138895
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,100,10,219.27999863870988,221.99726982733392
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,1000,1000,219.28000000018164,221.99999999927746
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,1000,10,219.28000000039336,221.99727118249024
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,100,10,219.27999862795997,221.81199209300928
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,10,10,216.57640567437227,218.74697726988342
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,10,10,216.59194425964,219.2913652247716
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,100,10,219.279998636192,221.9858683701309
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,10,100,216.6028424601631,219.29169470020696
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,10,10,216.58977793462415,219.288965883015
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,1000,10,219.28000000039484,221.9435643689227
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,10,10,216.58034643195154,219.10368814869037
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.9,1000,100,219.28000000044375,221.9999999996822
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,1000,100,219.28000000044315,221.99999999969026
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.5499999999999999,10,10,216.5593444408917,211.89371418707003
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,100,10,219.27999862140481,221.45528121420233
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,1000,100,219.28000000046546,221.99999999961318
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,100,100,219.27999864529107,221.99999864445687
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7,1000,10,219.2800000003957,221.45528256935864
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,10,10,216.5706474946424,217.88032223213838
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,1000,10,219.28000000039881,220.5886275316136
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,1000,100,219.10998185266217,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.65,100,10,219.27999861252476,220.5886261764573
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,10,10,216.58386017244842,219.23525906944747
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.75,1000,10,219.2800000003993,221.8119934481656
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,10,100,211.29577994327215,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.7999999999999999,100,10,219.27999863271128,221.94356301376638
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,10,100,216.48495802380836,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,1000,100,219.10999994799568,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,100,1000,219.10999999876543,221.99999863991508
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,10,10,216.5866462485861,219.277564425812
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,10,1000,218.15487161291244,221.01085441977227
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,100,10,219.10999999169735,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,100,100,219.10995329743028,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,100,100,219.10999955178033,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,1000,1000,219.10999999913795,221.97292698733816
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,10,1000,218.15496790931664,221.03792607291854
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,10,100,217.41892975802332,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,10,100,217.86663763512357,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,100,100,219.10999999675803,217.80228047071114
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,10,1000,218.1274699220311,209.3429813054986
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,100,1000,219.10995054123336,210.30505387249514
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,100,100,219.09051727020807,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,10,10,218.0962050239245,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,100,100,219.10999999895864,221.6380614612017
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.85,1000,10,219.28000000039836,221.98586972528722
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,100,100,219.10999996416328,172.1858475190544
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.49999999999999994,100,1000,219.10999999878442,221.99999999814474
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,1000,100,219.10976489914466,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,1000,1000,219.1099999994996,221.99999864048442
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,10,100,218.05695267416147,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,1000,100,219.10999999983477,221.63806146177103
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,100,1000,173.20200186558716,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,1000,1000,186.17002743853078,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.5499999999999999,10,1000,218.15496793352216,221.03792743100433
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,100,10,219.27999864053996,221.9996691690905
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,100,1000,219.03910789099723,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,1000,1000,219.10998584562088,210.30505387306448
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,1000,100,219.10999999983147,217.80228047128048
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,1000,10,219.1099999997652,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,10,10,218.10433030787343,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,1000,10,219.10999999976718,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.5499999999999999,10,100,218.1549131704415,221.03758438989183
1000,1000,100,100,600,1,0.6,0.08,0.05,0.7999999999999999,0.95,1000,10,219.28000000039697,221.99967052424682
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,100,100,219.10717956251304,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.49999999999999994,100,100,219.10999999907915,221.98348086922
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,10,100,214.70029691792308,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.5499999999999999,1000,100,219.10999999982042,221.99965695745772
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,1000,100,219.10999999976207,172.18584751962374
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,100,10,219.1099999888911,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,1000,10,219.10999999976002,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.1,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,100,10,219.10999998500054,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,1000,1000,219.06541644951278,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,1000,10,219.1099999997686,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,1000,100,219.10761008291175,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,100,10,219.10999999522738,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,10,10,218.12608724913366,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,1000,10,219.10999999976346,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,100,10,219.10999999762583,150.42409679712108
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.6,1000,100,219.1099999998143,221.99999695490646
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.6,100,100,219.10999999907278,221.99999695433712
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,100,100,219.10961446660556,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.05,10,10,218.08772866777568,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.5499999999999999,100,1000,219.10999999899883,221.99999999800087
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.7,100,100,219.10999999906238,221.99999999834756
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,100,10,219.10999999802883,189.36692505485172
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,1000,10,219.1099999997575,150.42409679769042
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,10,10,218.13336219960357,188.40485248785518
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.49999999999999994,10,10,218.13686616868756,205.39580899377364
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,100,100,219.10999507828544,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,1000,100,219.10999890352872,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.5499999999999999,1000,1000,219.1099999997502,221.99999999857022
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,1000,100,219.1099999978911,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.49999999999999994,1000,1000,219.1099999995308,221.9999999987141
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,1000,10,219.10999999976158,189.36692505542106
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.49999999999999994,10,1000,218.15496793331616,221.0379274311482
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,100,1000,219.1099999964332,221.9729269867688
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.35,10,100,218.1265652276352,171.22377495205785
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.15,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.44999999999999996,10,100,218.15320523145013,220.67598889420515
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.7999999999999999,1000,1000,219.10999999977298,221.9999999988578
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,1000,10,219.10999999976272,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.9,10,100,218.15496793364082,221.03792743139178
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.39999999999999997,10,100,218.14738795145445,216.8402079037146
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,10,10,218.10917096652273,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.49999999999999994,1000,10,219.10999999975556,206.35788156133952
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.75,100,1000,219.10999999877458,221.99999999816652
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.65,1000,1000,219.10999999952705,221.9999999986178
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.9,100,1000,219.10999999874343,221.9999999979836
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.75,1000,1000,219.10999999949183,221.99999999873586
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,10,1000,213.57928932391255,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.85,100,100,219.10999999907204,221.9999999983964
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.49999999999999994,10,100,218.15460437733282,221.02140830222345
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,1000,10,219.1099999997654,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.5499999999999999,10,10,218.13944949932986,213.63994691825485
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.7999999999999999,100,100,219.10999999906676,221.99999999835723
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.7999999999999999,1000,100,219.10999999980717,221.99999999892657
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.3,100,10,219.10999999629715,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.7,10,100,218.15496789777723,221.03792743135102
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.25,10,10,218.11682734132916,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.95,100,100,219.1099999991002,221.9999999983193
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.6,10,1000,218.154967933374,221.03792743093516
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.6,1000,1000,219.10999999952094,221.99999999850104
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.85,1000,1000,219.10999999943945,221.9999999984014
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.95,10,100,218.15496793363567,221.03792743132277
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.2,100,10,219.1099999937463,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.85,10,100,218.15496793363369,221.03792743139985
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.65,100,1000,219.1099999987996,221.99999999804845
1000,1000,100,100,600,1,0.6,0.08,0.05,0.85,0.7999999999999999,10,100,218.1549679335823,221.03792743136069
