N_e,N_b,M_e,M_b,K,p,c,t,rf,theta_e,theta_b,precision_e,precision_b,CF_BL,BL
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.3,100,1000,0.006658252167714197,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.25,10,1000,0.11404583528295083,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,100,1000,0.0758715835939214,-48.02708355828827
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.05,1000,10,-0.196158281572183,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.05,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.1,100,10,1.4059794884034416,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.25,100,10,1.4579571308634418,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.25,10,10,34.036200731509446,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.3,10,10,34.19443309926704,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.3,1000,10,-0.5179534432439673,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.05,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,100,10,1.4558340175297015,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.3,100,100,1.273547427452356,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.2,1000,100,-0.0018299695785965859,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,10,1000,34.375453555417664,-51.911239443622094
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.25,10,100,28.633658624040564,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,1000,100,-0.5179534519834996,-97.81415247965464
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.44999999999999996,1000,1000,-2.3999974754735467,-48.00000135879395
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.15,100,10,1.4714008980344586,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.15,1000,10,-0.2798296860670958,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,100,100,1.4011579184577698,-97.81416302600269
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.25,1000,100,-0.020375017331105902,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.2,1000,10,-0.3867068335843882,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.44999999999999996,10,10,34.549528441498715,-84.51724137553919
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.3,100,10,1.3993269349746962,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.15,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.44999999999999996,10,100,34.85067106001386,-52.24610496918922
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,1000,1000,-2.3999974754735454,-48.000000000708155
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,100,1000,0.9788184526165684,-59.69495667256194
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.3,1000,1000,-3.934282602471379e-07,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,1000,100,-1.4364381397686878,-52.19771952799789
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,10,100,34.82388561417661,-56.08188595967977
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,1000,1000,-1.0390146855372622,-59.69494612621389
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,10,1000,34.36531925890207,-51.88416643245921
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,10,1000,34.33138700569333,-63.57911255789577
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,10,1000,34.36531925900548,-51.88416643239003
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.25,1000,10,-0.3867068331946681,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.2,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,10,100,34.56453478807982,-51.88450947350253
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,1000,1000,-2.3999974470768635,-48.02707301194022
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.25,1000,1000,3.809670569445989e-22,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,100,1000,0.07738573508910218,-48.00001054700863
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.3,10,1000,9.871207265171805,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,1000,10,-0.5179534430612203,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.35,10,10,34.36656793156414,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,1000,1000,-2.399997475473546,-48.000000000777334
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,10,100,34.711361751269344,-51.90068556117092
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,100,1000,0.07738573510882915,-48.000010547056206
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,10,1000,34.36531925891162,-51.88416643224616
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.2,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.44999999999999996,1000,100,-2.0775735865278913,-48.36193853750734
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,100,1000,0.07738573507505417,-48.000010546912335
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.44999999999999996,100,100,0.4950586448596551,-48.36194908385539
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,1000,1000,-2.399997475473545,-48.000000000564285
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,10,10,34.4402154407466,-123.46006963326982
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,100,100,0.21047432028012886,-48.01652967583709
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,100,100,0.10229924656835615,-48.00035358816871
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,100,10,1.3700089335778716,-119.575913747936
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,1000,100,-2.395896098099043,-48.000343041820656
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.44999999999999996,100,10,1.4073951772939335,-80.63308549020536
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,10,1000,34.3653192589458,-51.884166432342454
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,1000,100,-2.3447820977518337,-48.01651912948904
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,100,100,0.07741327344232479,-48.00001055757741
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,100,1000,0.07738573506820867,-48.000010547125385
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,100,1000,0.0773857350522481,-48.00001054724487
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,1000,100,-2.399997475473545,-48.000000000366185
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,10,100,34.45748158988973,-51.884169476053785
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.44999999999999996,1000,10,-0.6728130116419098,-80.63307494385731
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,100,100,0.07738581957495394,-48.00001054670952
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,1000,100,-2.3999974754093323,-48.00000000036147
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.39999999999999997,1000,10,-0.6728130117250245,-119.57590320158795
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,10,10,34.86350754035126,-53.295538900071165
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,10,10,34.84806933235452,-55.22808644186881
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,1000,10,-0.6728130115865044,-63.64211843793885
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,10,10,34.69510109810653,-67.52628486962072
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,10,1000,34.36531925894102,-51.88416643222439
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,1000,100,-2.3998905038167395,-48.00000304437191
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,1000,10,-0.8482663834205375,-55.39798051345764
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,10,100,34.3653192590286,-51.884166431994515
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,10,1000,34.36531925901681,-51.88416643210246
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,100,100,0.07970855699979107,-48.00001359071996
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,100,100,0.0773857345986062,-48.000010546714236
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,1000,1000,-2.399997475473546,-48.00000000089682
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,10,1000,34.36531925885607,-51.884166432578695
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,100,1000,0.0773857350773238,-48.000010546890564
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,100,100,0.07738573510900884,-48.000010546699855
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.49999999999999994,100,10,1.4378163682767082,-63.6421289842869
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,100,10,1.3223827604779064,-55.39799105980569
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,1000,100,-2.3999973236278302,-48.00000001122936
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,100,1000,0.0773857351150487,-48.000010546768635
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,10,100,34.386729625340756,-51.88416644291124
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.5499999999999999,10,10,34.751835590332526,-59.282146945139516
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,10,100,34.36531925131464,-51.88416643204806
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,1000,1000,-2.399997475473545,-48.00000000066058
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,10,100,34.36807216681938,-51.884166432043344
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,10,100,34.365319258880845,-51.88416643203368
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,10,100,34.36531925902973,-51.88416643200259
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,1000,100,-2.399997475473545,-48.00000000032071
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,1000,1000,-2.399997475473545,-48.000000000420584
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,10,100,34.36531925902636,-51.884166432071595
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,100,1000,0.07738573506569182,-48.00001054707349
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,10,1000,34.365319258896456,-51.88416643240731
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,10,10,34.92664747274886,-52.42888386232613
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,10,10,34.9160570923677,-52.07217298351918
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,1000,1000,-2.399997475473546,-48.000000000542514
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,100,10,1.3424164767376445,-51.343930556534985
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,100,100,0.0773857351155621,-48.00001054673777
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,1000,10,-1.2378553945029316,-48.056435631080205
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,100,10,1.0942725072838044,-48.188017098185355
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,1000,1000,-2.399997475473546,-48.000000000725436
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.6,1000,10,-0.8482663833964816,-51.343920010186935
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,1000,10,-1.0390144148728704,-48.544717430644255
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7,100,10,1.2259394255748268,-48.544727976992306
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,1000,1000,-2.3999974754735454,-48.000000001051944
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,1000,100,-2.399997475473545,-48.00000000038972
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,10,1000,34.36531925891827,-51.88416643273382
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,1000,100,-2.399997475473545,-48.000000000351804
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,100,10,1.2128923669037337,-49.41138301473734
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,1000,10,-1.4364381391021477,-48.01413027471568
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,100,1000,0.07738573506110605,-48.00001054722503
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,10,1000,34.36531925888249,-51.88416643255886
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,1000,1000,-2.3999974754735454,-48.00000000087698
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.65,1000,10,-1.039014414882995,-49.41137246838929
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,100,100,0.07738573511778599,-48.00001054666069
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,100,10,0.9885327428902668,-48.00273936386071
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,1000,100,-2.399997475473545,-48.00000000031264
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,100,100,0.07738573511949604,-48.00001054666876
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,10,10,34.972253234011994,-51.88689524919454
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.75,1000,10,-1.237855394507061,-48.188006551837304
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,10,10,34.93032326876595,-51.89829670639756
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,10,10,34.95764308398878,-51.94060206276208
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,10,10,34.94896974409024,-51.88449590743795
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,100,10,0.8546544618679752,-48.000340022104126
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,100,100,1.088823146235589,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.7999999999999999,100,10,1.11115827952159,-48.056446177428256
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,100,10,13.56348575855101,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,100,100,0.23817906902470473,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,10,100,39.50779119754991,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.85,100,10,0.9776783327269423,-48.014140821063734
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,100,1000,0.07738573507345711,-48.000010547399995
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,100,100,0.03269603000843143,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,100,100,3.349374177480666,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,1000,100,0.010808276318910319,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,100,10,13.81366034509914,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,10,100,21.883507827225067,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,1000,10,2.5128769027826845,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,1000,10,2.168309451829152,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,100,10,14.447411599790776,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,10,100,47.04768692572071,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,10,10,53.20585038915007,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.9,1000,10,-1.4364381391005159,-48.00272881751266
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,1000,10,2.1217181475798723,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,100,100,7.460470110747114,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,10,10,53.87859780578154,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,10,100,13.563063328144574,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,100,100,12.147855300700968,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,10,10,54.06190997505559,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,100,1000,18.018662079173694,6.971837079914678
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,10,1000,0.33755081293099487,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,10,100,54.74759430869527,-51.04065544704815
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,1000,100,0.0006583266780733172,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.3,0.95,1000,10,-1.6262730073284875,-48.000329475756075
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,100,1000,16.064083639978342,-4.696036034358997
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,100,10,15.13817684338389,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,10,100,30.770594521901756,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,1000,10,2.876194460972523,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,10,1000,54.851248058205826,-12.921449093607407
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,10,1000,18.778328394359885,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,1000,100,2.929355653885821e-05,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,100,1000,0.13541133804702538,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,10,10,53.5656216976638,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.05,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,100,10,15.467336804850667,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,1000,100,0.09813939542729161,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,10,1000,55.33214932246351,-1.253575979333732
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,10,10,54.795548562892556,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,1000,1000,6.760906974798295,6.972926987914434
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.15,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,1000,100,0.49888070851391875,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,1000,10,3.3908780552977023,-64.5759032017333
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,100,10,14.762424899109707,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,10,1000,55.33072579813383,-1.2265043261874666
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,10,1000,55.33072660826873,-1.2265029679577992
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,100,100,18.011969368638425,6.982390962365855
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.2,1000,10,2.56350840270309,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,1000,100,1.5160728159822772,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,100,100,17.88231268561574,6.636971554347554
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,10,100,52.266140355953056,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,100,100,15.841397719066777,-42.81524238779974
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,100,1000,2.776174108344481e-09,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,10,10,54.403433823256506,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,100,1000,18.03320264275187,6.998908733060944
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,1000,1000,6.8029282772582444,6.999999999146496
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,1000,1000,6.802928276963816,6.999999999077318
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,1000,100,3.169682575410345,-42.814152479799986
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,10,100,55.54974107857284,-5.424222495391405
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,10,1000,55.330726608250956,-1.2265029681708484
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,100,100,17.389238483627743,2.8011905638570056
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,1000,1000,0.0004446853687851771,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,1000,1000,6.802915310465499,6.999998641060699
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,10,100,55.663106619046644,-1.5884415049008567
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,100,1000,18.03320561830388,6.99891009114674
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,100,1000,18.033205618089838,6.998910091290611
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,1000,1000,3.227100155592403,-4.694946126359241
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,10,100,55.453496568738245,-1.2268460092141709
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,10,1000,55.330726608387074,-1.22650296810167
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,100,10,16.080445854128033,-64.57699310973305
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.25,1000,1000,2.0720211925907486e-17,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,1000,1000,6.802928276873123,6.999999999290367
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,1000,100,4.795381371495057,2.8022804718567613
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,1000,100,6.056237025859817,6.638061462347309
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,10,100,55.562034551025135,-1.2430220968825552
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,10,10,54.593648345819965,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,100,10,15.898812356514656,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,100,10,16.37025560979278,-25.634164852002414
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.35,1000,10,3.2727053972237528,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.3,1000,10,2.99731664255361,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,100,100,18.032813094276747,6.998907047482987
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,100,1000,18.033205618116405,6.998910091077562
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,100,1000,18.033205618152415,6.998910091194318
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,10,1000,55.33072660818629,-1.2265029682903332
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,1000,100,6.607889409677285,6.983480870365611
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,10,10,55.12218117795548,-33.859577911250824
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,1000,100,6.769267131601269,6.999656958033995
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.39999999999999997,10,10,54.90487722552591,-72.80240616898146
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,1000,100,6.802611650176422,6.999999988625291
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.75,1000,1000,6.802928277056542,6.999999999312138
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,10,100,55.38146550714127,-1.226506011765423
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,1000,10,3.9935859076365925,-8.642118438084196
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,1000,1000,6.802928276890386,6.999999998957833
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,1000,1000,6.8029282769804045,6.999999999194074
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,100,1000,18.033205618046065,6.998910090958077
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,100,100,18.030177837308173,6.998567050034239
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7,100,100,18.033203973820402,6.998910091493428
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.5499999999999999,100,10,16.909666627743036,-0.39907042160274386
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.44999999999999996,1000,10,3.7245390068038,-25.633074944002658
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,10,1000,55.33072660831339,-1.226502968054092
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.49999999999999994,100,10,16.754359428250698,-8.643208346083952
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,1000,100,6.799059157768161,6.999996955482743
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.6,1000,10,4.425811756237156,3.6560799896677167
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.65,10,100,55.34047900249493,-1.2265029786228752
1000,1000,100,100,600,1,0.6,0.08,0.05,0.35,0.7999999999999999,1000,100,6.802928257510914,6.9999999995028475
